"Woman","WLZWPRD013","Woven label","50x50mm","WOVEN LABEL ZARA WOMAN (50x50mm)","45","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","81"
"Woman","WLZWPRD014","Woven label","50x50mm","WOVEN LABEL ZARA WOMAN (50x50mm)","45","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","82"
"Woman","WLZWPRD015","Woven label","65x20mm","WOVEN LABEL ZARA WOMAN
","25","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","83"
"Woman","WLZWPRD016","Woven label","65x20mm","WOVEN LABEL ZARA WOMAN","25","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","84"
"Woman","WLZWPRD019","Woven label","70x70mm","WOVEN LABEL ZARA WOMAN (70x70mm)","65","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","85"
"Woman","WLZWPRD020","Woven label","70x70mm","WOVEN LABEL ZARA WOMAN (70x70mm)","65","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","86"
"Woman","WLZWPRD023","Woven label","35x30mm","WOVEN LABEL ZARA WOMAN (35x30mm)
","17","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","87"
"Woman","WLZWPRD025","Woven label","8x20mm","WOVEN LABEL ZARA WOMAN ","7","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","88"
"Woman","WLZWPRD026","Woven label","8x20mm","WOVEN LABEL ZARA WOMAN ","7","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","89"
"Woman","WTZWUNS001","Waist tag","50x90mm","WAIST TAG ZARA WOMAN (50x90mm)","15","Waiting for information",,"DHL#8349248622","2019/1/5",,"90"
"Woman","WTZWUNS002","Waist tag","50x90mm","WAIST TAG ZARA WOMAN (50x90mm)","15","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","91"
"Woman","WTZWUNS003","Waist tag","50x90mm","WAIST TAG ZARA WOMAN (50x90mm)","15","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","92"
"Woman","WTZWUNS004","Waist tag","50x90mm","WAIST TAG ZARA WOMAN (50x90mm)","15","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","93"
"Woman","WTZWUNS005","Waist tag","50x90mm","WAIST TAG ZARA WOMAN (50x90mm)","15","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","94"
"Woman","WTZWUNS006","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","95"
"Woman","WTZWUNS007","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","96"
"Woman","WTZWUNS008","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","97"
"Woman","WTZWUNS009","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","98"
"Woman","WTZWUNS010","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","99"
"Woman","WTZWUNS011","Waist tag","80x105mm","WAIST TAG ZARA WOMAN (80x105mm)","22","Approved",,"DHL#2907422431","2018/11/24","2018/12/15","100"
